claim_id,kind,source_document,source_passage_sha256,claim,artifact,artifact_sha256,selector,rendering,context,evidence_status,supporting_artifacts,test,revision_test,correction_test,current_test,prior_claim_id,display_value,presentation_role
package_number_0112,package_number,executive_summary.md,,0.0870,artifacts/rp4_v4_b4/distribution_secondary.csv,62312356720ac370fe3928eb5212db5a99ad7aa63f8ce4fe568ae149faed96cb,"[3, ""p_holm""]",.4f|en,English presentation; original value and selector retained.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0103,0.0870,current_english
package_number_0113,package_number,executive_summary.md,,0.0096,artifacts/rp4_v4_b4/distribution_secondary.csv,62312356720ac370fe3928eb5212db5a99ad7aa63f8ce4fe568ae149faed96cb,"[19, ""p_holm""]",.4f|en,English presentation; original value and selector retained.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0104,0.0096,current_english
package_number_0114,package_number,executive_summary.md,,0.0439,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[0, ""p_raw""]",.4f|en,English presentation; original value and selector retained.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0105,0.0439,current_english
package_number_0115,package_number,executive_summary.md,,0.0390,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[8, ""p_raw""]",.4f|en,English presentation; original value and selector retained.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_saved_holm_closeout.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0106,0.0390,current_english
package_number_0116,package_number,executive_summary.md,,15,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv15_primary_horizon_minutes"", ""value""]",literal,English presentation; original value and selector retained.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_a1/specification.json"": ""0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,15,current_english
package_number_0117,package_number,executive_summary.md,,+0.623,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv15_linear_flow_percent"", ""value""]",+.3f|en,English presentation; original value and selector retained.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_b4/primary_statistics.csv"": ""5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,+0.623,current_english
package_number_0118,package_number,executive_summary.md,,6,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv15_positive_estimate_count"", ""value""]",literal,English presentation; original value and selector retained.,VERIFIED_SAVED_FIELD,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json"": ""5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,6,current_english
package_number_0119,package_number,executive_summary.md,,6,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv15_asset_count"", ""value""]",literal,English presentation; original value and selector retained.,VERIFIED_SAVED_FIELD,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json"": ""5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,6,current_english
package_number_0120,package_number,executive_summary.md,,5,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv5_secondary_horizon_minutes"", ""value""]",literal,English presentation; original value and selector retained.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_a1/specification.json"": ""0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,5,current_english
package_number_0121,package_number,executive_summary.md,,+0.256,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv5_linear_flow_percent"", ""value""]",+.3f|en,English presentation; original value and selector retained.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_b4/primary_statistics.csv"": ""5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,+0.256,current_english
package_number_0122,package_number,executive_summary.md,,3,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv5_positive_estimate_count"", ""value""]",literal,English presentation; original value and selector retained.,VERIFIED_SAVED_FIELD,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json"": ""5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,3,current_english
package_number_0123,package_number,executive_summary.md,,6,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv5_asset_count"", ""value""]",literal,English presentation; original value and selector retained.,VERIFIED_SAVED_FIELD,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json"": ""5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,6,current_english
package_number_0124,package_number,executive_summary.md,,15,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""rv15_primary_horizon_minutes"", ""value""]",literal,English presentation; original value and selector retained.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_a1/specification.json"": ""0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,15,current_english
package_number_0125,package_number,executive_summary.md,,25,artifacts/rp4_v4_b3_rv15/summary.json,1a544479c861bfcb8201cd6ae95702f7cf3de08f4d824d1dc488ec159a36ab9c,"[""N_sessions""]",.0f|en,English presentation; original value and selector retained.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0107,25,current_english
package_number_0126,package_number,executive_summary.md,,"9,750",artifacts/rp4_v4_b3_rv15/summary.json,1a544479c861bfcb8201cd6ae95702f7cf3de08f4d824d1dc488ec159a36ab9c,"[""N_origins""]",",.0f|en",English presentation; original value and selector retained.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0108,"9,750",current_english
package_number_0127,package_number,executive_summary.md,,20,docs/rp4/prospective_confirmation_v1_receipt.json,18d3fff1995532a4ff44cf4ae90d1917631798353aa314a24dd14f30d7bd4a66,"[""primary_look_sessions""]",.0f|en,English presentation; original value and selector retained.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0109,20,current_english
package_number_0128,package_number,executive_summary.md,,25,docs/rp4/prospective_confirmation_v1_amendment_2_receipt.json,eeeff2504758294cd973e898bcc5ff8f43d2ff5be89f31b3dec8e1d22a5d7f95,"[""secondary_D"", ""historical_sessions""]",.0f|en,English presentation; original value and selector retained.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0110,25,current_english
package_number_0129,package_number,executive_summary.md,,20,docs/rp4/prospective_confirmation_v1_amendment_2_receipt.json,eeeff2504758294cd973e898bcc5ff8f43d2ff5be89f31b3dec8e1d22a5d7f95,"[""secondary_D"", ""prospective_sessions""]",.0f|en,English presentation; original value and selector retained.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0111,20,current_english
package_number_0130,package_number,executive_summary.md,,40,docs/rp4/prospective_confirmation_v1_receipt.json,18d3fff1995532a4ff44cf4ae90d1917631798353aa314a24dd14f30d7bd4a66,"[""second_look_sessions""]",.0f|en,English presentation; original value and selector retained.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0112,40,current_english
package_number_0131,package_number,executive_summary.md,,14.99,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 6, ""power_percent""]",.2f|en,English presentation; original value and selector retained.,analytic_planning_approximation,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0113,14.99,current_english
package_number_0132,package_number,executive_summary.md,,21.62,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 7, ""power_percent""]",.2f|en,English presentation; original value and selector retained.,analytic_planning_approximation,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0114,21.62,current_english
package_number_0133,package_number,executive_summary.md,,23.18,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 8, ""power_percent""]",.2f|en,English presentation; original value and selector retained.,analytic_planning_approximation,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0115,23.18,current_english
package_number_0134,package_number,executive_summary.md,,20,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 6, ""n""]",.0f|en,English presentation; original value and selector retained.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0116,20,current_english
package_number_0135,package_number,executive_summary.md,,40,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 7, ""n""]",.0f|en,English presentation; original value and selector retained.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0117,40,current_english
package_number_0136,package_number,executive_summary.md,,45,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 8, ""n""]",.0f|en,English presentation; original value and selector retained.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0118,45,current_english
package_number_0137,package_number,executive_summary.md,,45,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 8, ""n""]",.0f|en,English presentation; original value and selector retained.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0119,45,current_english
package_number_0138,package_number,executive_summary.md,,335,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""additional_reading"", ""sessions""]",.0f|en,English presentation; original value and selector retained.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0120,335,current_english
package_number_0139,package_number,executive_summary.md,,80.05,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 11, ""power_percent""]",.2f|en,English presentation; original value and selector retained.,analytic_planning_approximation,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0121,80.05,current_english
package_number_0140,package_number,executive_summary.md,,54.98,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 5, ""power_percent""]",.2f|en,English presentation; original value and selector retained.,analytic_planning_approximation,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0122,54.98,current_english
package_number_0141,package_number,executive_summary.md,,80,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 11, ""power_percent_rounded_integer""]",.0f|en,English presentation; original value and selector retained.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0123,80,current_english
package_number_0142,package_number,executive_summary.md,,3,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""schema""]",text_number:0,English presentation; original value and selector retained.,document_identity,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0124,3,current_english
package_number_0143,package_number,executive_summary.md,,12,artifacts/rp2_block12_prospective/design.json,3f8cd58596fea85428c01f57ced4e6beed072d53701509cf3eb168b3b549bd97,"[""block""]",literal,English presentation; original value and selector retained.,registered_design_metadata,"{""docs/rp2/block12_prospective_protocol_v1.md"": ""38ecf9d361fed798a7abe29a854d26a1b65fdf388c6c5f303c09ba1db389adc5""}",tests/contract/test_rp4_program_convergence.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0125,12,current_english
package_number_0144,package_number,executive_summary.md,,2026-08-24,docs/methodology_decisions.md,0d49c411d273e5bbc8bd7b89a88f32d6bab6a855c4453988009faad282ce2daf,[],text_number:859,English presentation; original value and selector retained.,documented_protocol_metadata,"{""docs/rp3/PREREGISTRATION.md"": ""66906a88b0d8ff76d9bbc6556e0aa64e32de494254d2ebdccc49140fce7f77e7""}",tests/contract/test_rp4_program_convergence.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0126,2026-08-24,current_english
package_number_0145,package_number,executive_summary.md,,662,docs/rp3/PREREGISTRATION.md,66906a88b0d8ff76d9bbc6556e0aa64e32de494254d2ebdccc49140fce7f77e7,[],text_number:2,English presentation; original value and selector retained.,documented_protocol_metadata,"{""docs/rp3/EXECUTION_GUIDE.md"": ""1d107f20ff620a94739bcf9bab5902b8b5a347e674c774ced28c9adfeef13c49""}",tests/contract/test_rp4_program_convergence.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0127,662,current_english
package_number_0146,package_number,executive_summary.md,,2029-01-30,docs/rp3/PREREGISTRATION.md,66906a88b0d8ff76d9bbc6556e0aa64e32de494254d2ebdccc49140fce7f77e7,[],text_number:3,English presentation; original value and selector retained.,documented_protocol_metadata,"{""docs/rp3/EXECUTION_GUIDE.md"": ""1d107f20ff620a94739bcf9bab5902b8b5a347e674c774ced28c9adfeef13c49""}",tests/contract/test_rp4_program_convergence.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0128,2029-01-30,current_english
package_number_0147,package_number,executive_summary.md,,5,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""primary_alpha"", ""value"", ""@percent""]",.0f|es,English presentation; original value and selector retained.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v3_a1_empty_window/specification.json"": ""930f3ddb6ef6284f1129dda26ed705699a666ade005c6ad363cb67864794e6f5"", ""artifacts/rp4_v4_a1/specification.json"": ""0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,5,current_english
package_number_0148,package_number,executive_summary.md,,132,docs/rp4/decision_132_v3_empty_windows.md,857cc8290058b0e61b100f9cfa50b42befea5f275f38619d6fa8bd0ebcb79189,[],text_number:0,English presentation; original value and selector retained.,document_identity,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,132,current_english
package_number_0149,package_number,executive_summary.md,,2026-08-01,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""calendar_split""]",literal,English presentation; original value and selector retained.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,2026-08-01,current_english
package_number_0150,package_number,executive_summary.md,,2026-09-07,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""asof_date""]",literal,English presentation; original value and selector retained.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,2026-09-07,current_english
package_number_0151,package_number,executive_summary.md,,30,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""closure"", ""quote_exact""]",text_number:1,English presentation; original value and selector retained.,registered_decision_text,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,30,current_english
package_number_0152,package_number,executive_summary.md,,30,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""closure"", ""quote_exact""]",text_number:2,English presentation; original value and selector retained.,registered_decision_text,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,30,current_english
package_number_0153,package_number,executive_summary.md,,15,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""closure"", ""quote_exact""]",text_number:3,English presentation; original value and selector retained.,registered_decision_text,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,15,current_english
package_number_0154,package_number,executive_summary.md,,5,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""closure"", ""quote_exact""]",text_number:4,English presentation; original value and selector retained.,registered_decision_text,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,5,current_english
package_number_0155,package_number,executive_summary.md,,2026-07-20,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""prior_bridge"", ""window_start""]",literal,English presentation; original value and selector retained.,owner_attested_not_independently_verified,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,2026-07-20,current_english
package_number_0156,package_number,executive_summary.md,,2026-08-28,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""prior_bridge"", ""window_end""]",literal,English presentation; original value and selector retained.,owner_attested_not_independently_verified,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,2026-08-28,current_english
package_number_0157,package_number,executive_summary.md,,20,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""prior_bridge"", ""overlap_count""]",.0f|en,English presentation; original value and selector retained.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,20,current_english
package_number_0158,package_number,executive_summary.md,,25,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""prior_bridge"", ""final_count""]",.0f|en,English presentation; original value and selector retained.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,25,current_english
package_number_0159,package_number,executive_summary.md,,120,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_7/horizon_pit_evidence.json,9449f0564efa738adf9ca51beebc83b983747a2b905f77c0939584b838b10ad8,"[""facts"", ""source_visibility_delay_seconds"", ""value""]",literal,English presentation; original value and selector retained.,VERIFIED_SAVED_FIELD,"{""artifacts/rp4_v4_a1/specification.json"": ""0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,120,current_english
package_number_0160,package_number,executive_summary.md,,2025-01-25,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""accepted_tape_gap"", ""start""]",literal,English presentation; original value and selector retained.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,2025-01-25,current_english
package_number_0161,package_number,executive_summary.md,,2025-02-24,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""accepted_tape_gap"", ""end""]",literal,English presentation; original value and selector retained.,typed_saved_evidence,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_5/holm_evidence.json"": ""c8d14169f8231e4015671f18da90432d648a8e012a68f7a74d5b832a5134ca22""}",tests/contract/test_rp4_horizon_pit_narrative.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,,2025-02-24,current_english
package_number_0162,package_number,examiner_qa.md,,2026-07-26,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_4/proposal_source_extract.json,808275831ca2c7ee253634eb8ad79510e0690cb54cc9447c8613608958ecaf6e,"[""sources"", ""es"", ""declared_date_iso""]",literal,English presentation; original value and selector retained.,original_document_declared_date,"{""docs/rp4/DEFENSE_PACKAGE/revision_2/correction_4/proposal_alignment_evidence.json"": ""6dd1d8599ba42e8861af06f6f7acaf9d72d923a590940159bb1834390ad1e965""}",tests/contract/test_rp4_proposal_alignment.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0144,2026-07-26,current_english
package_number_0163,package_number,examiner_qa.md,,2.3,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_4/proposal_source_extract.json,808275831ca2c7ee253634eb8ad79510e0690cb54cc9447c8613608958ecaf6e,"[""sources"", ""es"", ""paragraphs"", ""41"", ""text""]",text_number:0,English presentation; original value and selector retained.,verified_original_document_quote,{},tests/contract/test_rp4_proposal_alignment.py,,,tests/contract/test_rp4_horizon_pit_narrative.py,package_number_0145,2.3,current_english
